8
11
3
7
10
12
4
9
4
5
7
3
5
10
9
10
6
6
5
9
7
4
4
12
8
10
8
9
5
10
8
3
5
7
7
12
11
5
4
3
10
6
4
3
5
4
3
2
4
6
7
8
4
12
8
5
3
9
4
5
6
4
5
13
8
9
6
5
3
8
9
6
4
8
6
14
9
11
3
9
7
2
4
5
6
8
9
5
5
4
3
3
9
4
3
5
3
6
4
5
5
6
4
6
5
3
2
4
4
2
4
5
8
3
3
7
4
2
4
4
4
5
7
3
5
10
5
2
6
6
5
2
7
4
2
8
5
10
8
9
5
10
8
3
5
7
7
12
11
5
4
3
10
6
4
3
5
4
3
2
4
6
7
8
4
12
3
5
3
9
4
5
6
4
5
7
8
9
6
5
3
8
9
6
4
8
6
4
9
11
3
9
7
2
4
5
6
8
9
5
5
4
3
3
9
4
3
5
3
6
4
5
5
6
4
6
5
3
2
4
4
2
4
2
3
3
3
7
10
4
4
9
4
5
3
3
5
3
3
3
6
6
5
9
7
4
4
5
8
5
8
9
5
10
8
3
5
7
7
4
4
5
4
3
3
6
4
3
5
4
3
2
4
6
7
8
4
3
8
5
3
9
4
5
6
4
5
4
2
3
6
5
3
8
9
6
4
8
6
7
